"ONSET_YEAR","ONSET_MONTH","ONSET_DAY","COUNTRY","STATE","COUNTY_MUNI","SEROTYPE","SPECIES"
2019,7,29,"USA","CO","montrose","IN","equine"
2019,7,29,"USA","CO","weld","IN","equine"
2019,7,29,"USA","CO","mesa","IN","equine"
2019,7,29,"USA","CO","pueblo","IN","equine"
2019,7,29,"USA","CO","jefferson","IN","equine"
2019,7,29,"USA","CO","weld","IN","equine"
2019,7,29,"USA","CO","weld","IN","equine"
2019,7,29,"USA","CO","jefferson","IN","equine"
2019,7,29,"USA","CO","jefferson","IN","equine"
2019,7,29,"USA","CO","larimer","IN","equine"
2019,7,29,"USA","CO","larimer","IN","equine"
2019,7,29,"USA","CO","larimer","IN","equine"
2019,7,29,"USA","CO","la plata","IN","equine"
2019,7,29,"USA","CO","la plata","IN","equine"
2019,7,30,"USA","TX","falls","IN","equine"
2019,7,30,"USA","TX","bastrop","IN","equine"
2019,7,30,"USA","TX","bastrop","IN","equine"
2019,7,30,"USA","TX","travis","IN","equine"
2019,7,30,"USA","TX","travis","IN","equine"
2019,7,30,"USA","NM","san miguel","IN","equine"
2019,7,30,"USA","CO","jefferson","IN","equine"
2019,7,30,"USA","CO","la plata","IN","equine"
2019,7,30,"USA","CO","mesa","IN","equine"
2019,7,30,"USA","CO","weld","IN","equine"
2019,7,30,"USA","CO","archuleta","IN","equine"
2019,7,30,"USA","CO","archuleta","IN","equine"
2019,7,30,"USA","CO","jefferson","IN","equine"
2019,7,30,"USA","CO","larimer","IN","equine"
2019,7,30,"USA","CO","jefferson","IN","equine"
2019,7,30,"USA","CO","weld","IN","equine"
2019,7,30,"USA","CO","larimer","IN","equine"
2019,7,30,"USA","CO","ouray","IN","equine"
2019,7,30,"USA","CO","montezuma","IN","equine"
2019,7,30,"USA","CO","montezuma","IN","equine"
2019,7,30,"USA","CO","archuleta","IN","equine"
2019,7,30,"USA","CO","jefferson","IN","equine"
2019,7,30,"USA","CO","la plata","IN","equine"
2019,7,30,"USA","CO","la plata","IN","equine"
2019,7,30,"USA","CO","larimer","IN","equine"
2019,7,30,"USA","CO","montezuma","IN","equine"
2019,7,30,"USA","CO","mesa","IN","equine"
2019,7,30,"USA","CO","montezuma","IN","equine"
2019,7,30,"USA","CO","montezuma","IN","equine"
2019,7,30,"USA","CO","jefferson","IN","equine"
2019,7,30,"USA","CO","morgan","IN","equine"
2019,7,30,"USA","CO","larimer","IN","equine"
2019,7,30,"USA","CO","boulder","IN","equine"
2019,7,30,"USA","CO","boulder","IN","equine"
2019,7,30,"USA","CO","mesa","IN","equine"
2019,7,30,"USA","CO","mesa","IN","equine"
2019,7,30,"USA","WY","converse","IN","equine"
2019,7,30,"USA","WY","platte","IN","equine"
2019,7,30,"USA","NE","lincoln","IN","equine"
2019,7,31,"USA","TX","erath","IN","equine"
2019,7,31,"USA","TX","erath","IN","equine"
2019,7,31,"USA","TX","coryell","IN","equine"
2019,7,31,"USA","TX","williamson","IN","equine"
2019,7,31,"USA","TX","williamson","IN","equine"
2019,7,31,"USA","TX","bastrop","IN","equine"
2019,7,31,"USA","TX","guadalupe","IN","equine"
2019,7,31,"USA","TX","bastrop","IN","equine"
2019,7,31,"USA","CO","weld","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","pueblo","IN","equine"
2019,7,31,"USA","CO","montezuma","IN","equine"
2019,7,31,"USA","CO","montezuma","IN","equine"
2019,7,31,"USA","CO","weld","IN","equine"
2019,7,31,"USA","CO","montezuma","IN","equine"
2019,7,31,"USA","CO","montezuma","IN","equine"
2019,7,31,"USA","CO","jefferson","IN","equine"
2019,7,31,"USA","CO","jefferson","IN","equine"
2019,7,31,"USA","CO","archuleta","IN","equine"
2019,7,31,"USA","CO","archuleta","IN","equine"
2019,7,31,"USA","CO","boulder","IN","equine"
2019,7,31,"USA","CO","montrose","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","larimer","IN","equine"
2019,7,31,"USA","CO","la plata","IN","equine"
2019,7,31,"USA","CO","mesa","IN","equine"
2019,7,31,"USA","WY","converse","IN","equine"
2019,8,1,"USA","TX","parker","IN","equine"
2019,8,1,"USA","NM","santa fe","IN","equine"
2019,8,1,"USA","NM","sandoval","IN","equine"
2019,8,1,"USA","CO","weld","IN","equine"
2019,8,1,"USA","CO","jefferson","IN","equine"
2019,8,1,"USA","CO","douglas","IN","equine"
2019,8,1,"USA","CO","alamosa","IN","equine"
2019,8,1,"USA","CO","weld","IN","equine"
2019,8,1,"USA","CO","larimer","IN","equine"
2019,8,1,"USA","CO","larimer","IN","equine"
2019,8,1,"USA","CO","mesa","IN","equine"
2019,8,1,"USA","CO","archuleta","IN","equine"
2019,8,1,"USA","CO","archuleta","IN","equine"
2019,8,1,"USA","CO","larimer","IN","equine"
2019,8,1,"USA","CO","weld","IN","equine"
2019,8,1,"USA","CO","boulder","IN","equine"
2019,8,1,"USA","CO","morgan","IN","equine"
2019,8,1,"USA","CO","grand","IN","equine"
2019,8,1,"USA","CO","archuleta","IN","equine"
2019,8,1,"USA","CO","mesa","IN","equine"
2019,8,1,"USA","CO","douglas","IN","equine"
2019,8,1,"USA","CO","douglas","IN","equine"
2019,8,1,"USA","CO","adams","IN","equine"
2019,8,1,"USA","CO","la plata","IN","equine"
2019,8,1,"USA","CO","la plata","IN","equine"
2019,8,1,"USA","CO","pueblo","IN","equine"
2019,8,1,"USA","CO","larimer","IN","equine"
2019,8,2,"USA","TX","bastrop","IN","equine"
2019,8,2,"USA","TX","mclennan","IN","equine"
2019,8,2,"USA","TX","bastrop","IN","equine"
2019,8,2,"USA","NM","san juan","IN","equine"
2019,8,2,"USA","CO","adams","IN","equine"
2019,8,2,"USA","CO","larimer","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","archuleta","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","jefferson","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","larimer","IN","equine"
2019,8,2,"USA","CO","gilpin","IN","equine"
2019,8,2,"USA","CO","mesa","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","montezuma","IN","equine"
2019,8,2,"USA","CO","boulder","IN","equine"
2019,8,2,"USA","WY","platte","IN","equine"
2019,8,2,"USA","WY","platte","IN","equine"
2019,8,2,"USA","WY","platte","IN","equine"
2019,8,3,"USA","TX","williamson","IN","equine"
2019,8,3,"USA","TX","guadalupe","IN","equine"
2019,8,3,"USA","TX","williamson","IN","equine"
2019,8,3,"USA","TX","parker","IN","equine"
2019,8,3,"USA","CO","larimer","IN","equine"
2019,8,3,"USA","CO","jefferson","IN","equine"
2019,8,3,"USA","CO","delta","IN","equine"
2019,8,3,"USA","CO","jefferson","IN","equine"
2019,8,3,"USA","CO","montrose","IN","equine"
2019,8,3,"USA","CO","jefferson","IN","equine"
2019,8,3,"USA","CO","jefferson","IN","equine"
2019,8,3,"USA","CO","larimer","IN","equine"
2019,8,3,"USA","CO","jefferson","IN","equine"
2019,8,3,"USA","CO","boulder","IN","equine"
2019,8,4,"USA","CO","douglas","IN","equine"
2019,8,4,"USA","CO","la plata","IN","equine"
2019,8,4,"USA","CO","pueblo","IN","equine"
2019,8,4,"USA","CO","jefferson","IN","equine"
2019,8,4,"USA","CO","delta","IN","equine"
2019,8,4,"USA","CO","delta","IN","equine"
2019,8,5,"USA","TX","mclennan","IN","equine"
2019,8,5,"USA","TX","bell","IN","equine"
2019,8,5,"USA","TX","travis","IN","equine"
2019,8,5,"USA","NM","mora","IN","equine"
2019,8,5,"USA","CO","la plata","IN","equine"
2019,8,5,"USA","CO","adams","IN","equine"
2019,8,5,"USA","CO","weld","IN","equine"
2019,8,5,"USA","CO","mesa","IN","equine"
2019,8,5,"USA","CO","delta","IN","equine"
2019,8,5,"USA","CO","jefferson","IN","equine"
2019,8,5,"USA","CO","adams","IN","equine"
2019,8,5,"USA","CO","larimer","IN","equine"
2019,8,5,"USA","CO","archuleta","IN","equine"
2019,8,5,"USA","CO","delta","IN","equine"
2019,8,5,"USA","CO","weld","IN","equine"
2019,8,5,"USA","CO","delta","IN","equine"
2019,8,5,"USA","CO","delta","IN","equine"
2019,8,5,"USA","CO","delta","IN","equine"
2019,8,5,"USA","CO","mesa","IN","equine"
2019,8,5,"USA","CO","mesa","IN","equine"
2019,8,5,"USA","WY","converse","IN","equine"
2019,8,5,"USA","WY","converse","IN","equine"
2019,8,5,"USA","WY","converse","IN","equine"
2019,8,6,"USA","TX","travis","IN","equine"
2019,8,6,"USA","TX","williamson","IN","equine"
2019,8,6,"USA","TX","bastrop","IN","equine"
2019,8,6,"USA","TX","williamson","IN","equine"
2019,8,6,"USA","TX","mclennan","IN","equine"
2019,8,6,"USA","CO","jefferson","IN","equine"
2019,8,6,"USA","CO","jefferson","IN","equine"
2019,8,6,"USA","CO","mesa","IN","equine"
2019,8,6,"USA","CO","mesa","IN","equine"
2019,8,6,"USA","CO","montrose","IN","equine"
2019,8,6,"USA","CO","larimer","IN","equine"
2019,8,6,"USA","CO","montrose","IN","equine"
2019,8,6,"USA","CO","delta","IN","equine"
2019,8,6,"USA","CO","delta","IN","equine"
2019,8,6,"USA","CO","mesa","IN","equine"
2019,8,6,"USA","CO","larimer","IN","equine"
2019,8,6,"USA","CO","la plata","IN","equine"
2019,8,6,"USA","WY","converse","IN","equine"
2019,8,6,"USA","WY","platte","IN","equine"
2019,8,7,"USA","TX","bosque","IN","equine"
2019,8,7,"USA","TX","williamson","IN","equine"
2019,8,7,"USA","TX","williamson","IN","equine"
2019,8,7,"USA","TX","guadalupe","IN","equine"
2019,8,7,"USA","TX","ellis","IN","equine"
2019,8,7,"USA","NM","san juan","IN","equine"
2019,8,7,"USA","NM","san juan","IN","equine"
2019,8,7,"USA","NM","taos","IN","equine"
2019,8,7,"USA","CO","delta","IN","bovine"
2019,8,7,"USA","CO","weld","IN","equine"
2019,8,7,"USA","CO","adams","IN","equine"
2019,8,7,"USA","CO","mesa","IN","equine"
2019,8,7,"USA","CO","mesa","IN","equine"
2019,8,7,"USA","CO","boulder","IN","equine"
2019,8,7,"USA","CO","mesa","IN","equine"
2019,8,7,"USA","CO","douglas","IN","equine"
2019,8,7,"USA","CO","jefferson","IN","equine"
2019,8,7,"USA","CO","jefferson","IN","equine"
2019,8,7,"USA","CO","jefferson","IN","equine"
2019,8,7,"USA","CO","boulder","IN","equine"
2019,8,7,"USA","WY","converse","IN","equine"
2019,8,8,"USA","TX","dallas","IN","equine"
2019,8,8,"USA","TX","bastrop","IN","equine"
2019,8,8,"USA","CO","douglas","IN","equine"
2019,8,8,"USA","CO","weld","IN","equine"
2019,8,8,"USA","CO","mesa","IN","equine"
2019,8,8,"USA","CO","adams","IN","equine"
2019,8,8,"USA","CO","larimer","IN","equine"
2019,8,8,"USA","CO","douglas","IN","equine"
2019,8,8,"USA","CO","jefferson","IN","equine"
2019,8,8,"USA","CO","larimer","IN","equine"
2019,8,8,"USA","CO","jefferson","IN","equine"
2019,8,8,"USA","CO","delta","IN","equine"
2019,8,8,"USA","CO","ouray","IN","equine"
2019,8,8,"USA","CO","mesa","IN","equine"
2019,8,9,"USA","TX","dallas","IN","equine"
2019,8,9,"USA","NM","taos","IN","equine"
2019,8,9,"USA","NM","taos","IN","equine"
2019,8,9,"USA","CO","jefferson","IN","equine"
2019,8,9,"USA","CO","jefferson","IN","equine"
2019,8,9,"USA","CO","jefferson","IN","equine"
2019,8,9,"USA","CO","weld","IN","equine"
2019,8,9,"USA","CO","douglas","IN","equine"
2019,8,9,"USA","CO","delta","IN","equine"
2019,8,9,"USA","CO","larimer","IN","equine"
2019,8,9,"USA","CO","archuleta","IN","equine"
2019,8,9,"USA","CO","delta","IN","equine"
2019,8,9,"USA","CO","delta","IN","equine"
2019,8,9,"USA","CO","delta","IN","equine"
2019,8,9,"USA","CO","delta","IN","equine"
2019,8,9,"USA","CO","jefferson","IN","equine"
2019,8,9,"USA","CO","jefferson","IN","equine"
2019,8,9,"USA","CO","weld","IN","equine"
2019,8,9,"USA","CO","la plata","IN","equine"
2019,8,9,"USA","CO","montrose","IN","equine"
2019,8,9,"USA","WY","platte","IN","equine"
2019,8,10,"USA","CO","jefferson","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","jefferson","IN","equine"
2019,8,10,"USA","CO","douglas","IN","equine"
2019,8,10,"USA","CO","jefferson","IN","equine"
2019,8,10,"USA","CO","jefferson","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","montrose","IN","equine"
2019,8,10,"USA","CO","delta","IN","equine"
2019,8,11,"USA","TX","mclennan","IN","equine"
2019,8,11,"USA","CO","mesa","IN","equine"
2019,8,11,"USA","CO","montrose","IN","equine"
2019,8,11,"USA","WY","sweetwater","IN","equine"
2019,8,11,"USA","WY","carbon","IN","equine"
2019,8,11,"USA","WY","platte","IN","equine"
2019,8,12,"USA","TX","dallas","IN","equine"
2019,8,12,"USA","NM","san miguel","IN","equine"
2019,8,12,"USA","NM","san miguel","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","arapahoe","IN","equine"
2019,8,12,"USA","CO","larimer","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","larimer","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","jefferson","IN","equine"
2019,8,12,"USA","CO","delta","IN","equine"
2019,8,12,"USA","CO","weld","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","la plata","IN","equine"
2019,8,12,"USA","CO","delta","IN","equine"
2019,8,12,"USA","CO","delta","IN","equine"
2019,8,12,"USA","CO","delta","IN","equine"
2019,8,12,"USA","CO","gunnison","IN","equine"
2019,8,12,"USA","CO","mesa","IN","equine"
2019,8,12,"USA","CO","jefferson","IN","equine"
2019,8,12,"USA","CO","montrose","IN","equine"
2019,8,12,"USA","CO","larimer","IN","equine"
2019,8,12,"USA","CO","larimer","IN","equine"
2019,8,12,"USA","CO","san miguel","IN","equine"
2019,8,12,"USA","NE","scotts bluff","IN","equine"
2019,8,13,"USA","TX","parker","IN","equine"
2019,8,13,"USA","TX","collin","IN","equine"
2019,8,13,"USA","TX","ellis","IN","equine"
2019,8,13,"USA","TX","ellis","IN","equine"
2019,8,13,"USA","CO","mineral","IN","equine"
2019,8,13,"USA","CO","weld","IN","equine"
2019,8,13,"USA","CO","archuleta","IN","equine"
2019,8,13,"USA","CO","delta","IN","equine"
2019,8,13,"USA","CO","jefferson","IN","equine"
2019,8,13,"USA","CO","montrose","IN","equine"
2019,8,13,"USA","CO","douglas","IN","equine"
2019,8,13,"USA","CO","ouray","IN","equine"
2019,8,13,"USA","CO","jefferson","IN","equine"
2019,8,13,"USA","CO","mesa","IN","equine"
2019,8,13,"USA","WY","albany","IN","equine"
2019,8,13,"USA","WY","albany","IN","equine"
2019,8,13,"USA","UT","uintah","IN","equine"
2019,8,14,"USA","TX","bell","IN","equine"
2019,8,14,"USA","CO","douglas","IN","equine"
2019,8,14,"USA","CO","mesa","IN","equine"
2019,8,14,"USA","CO","mesa","IN","equine"
2019,8,14,"USA","CO","mesa","IN","equine"
2019,8,14,"USA","CO","mesa","IN","equine"
2019,8,14,"USA","CO","mesa","IN","equine"
2019,8,14,"USA","CO","la plata","IN","equine"
2019,8,14,"USA","CO","delta","IN","equine"
2019,8,14,"USA","CO","ouray","IN","equine"
2019,8,14,"USA","CO","montrose","IN","equine"
2019,8,14,"USA","CO","montrose","IN","equine"
2019,8,14,"USA","CO","montrose","IN","equine"
2019,8,14,"USA","CO","jefferson","IN","equine"
2019,8,14,"USA","CO","jefferson","IN","equine"
2019,8,14,"USA","WY","hot springs","IN","equine"
2019,8,14,"USA","NE","scotts bluff","IN","equine"
2019,8,14,"USA","NE","dawes","IN","equine"
2019,8,14,"USA","UT","emery","IN","equine"
2019,8,14,"USA","UT","uintah","IN","equine"
2019,8,14,"USA","UT","uintah","IN","equine"
2019,8,15,"USA","CO","jefferson","IN","equine"
2019,8,15,"USA","CO","delta","IN","equine"
2019,8,15,"USA","CO","fremont","IN","equine"
2019,8,15,"USA","CO","larimer","IN","equine"
2019,8,15,"USA","CO","delta","IN","equine"
2019,8,15,"USA","CO","delta","IN","equine"
2019,8,15,"USA","CO","delta","IN","equine"
2019,8,15,"USA","CO","jefferson","IN","equine"
2019,8,15,"USA","CO","chaffee","IN","equine"
2019,8,15,"USA","WY","hot springs","IN","equine"
2019,8,15,"USA","UT","grand","IN","equine"
2019,8,16,"USA","TX","collin","IN","equine"
2019,8,16,"USA","CO","jefferson","IN","equine"
2019,8,16,"USA","CO","park","IN","equine"
2019,8,16,"USA","CO","adams","IN","equine"
2019,8,16,"USA","CO","larimer","IN","equine"
2019,8,16,"USA","CO","delta","IN","equine"
2019,8,16,"USA","CO","larimer","IN","equine"
2019,8,16,"USA","CO","jefferson","IN","equine"
2019,8,17,"USA","CO","delta","IN","equine"
2019,8,17,"USA","CO","chaffee","IN","equine"
2019,8,17,"USA","CO","jefferson","IN","equine"
2019,8,17,"USA","CO","mesa","IN","equine"
2019,8,17,"USA","CO","delta","IN","equine"
2019,8,17,"USA","CO","mesa","IN","equine"
2019,8,18,"USA","TX","williamson","IN","equine"
2019,8,18,"USA","TX","ellis","IN","equine"
2019,8,18,"USA","UT","uintah","IN","equine"
2019,8,18,"USA","UT","uintah","IN","bovine"
2019,8,19,"USA","CO","montrose","IN","equine"
2019,8,19,"USA","CO","weld","IN","equine"
2019,8,19,"USA","CO","mesa","IN","equine"
2019,8,19,"USA","CO","jefferson","IN","equine"
2019,8,19,"USA","CO","garfield","IN","equine"
2019,8,19,"USA","CO","adams","IN","equine"
2019,8,19,"USA","CO","delta","IN","equine"
2019,8,19,"USA","CO","delta","IN","equine"
2019,8,19,"USA","CO","larimer","IN","equine"
2019,8,19,"USA","CO","jefferson","IN","equine"
2019,8,19,"USA","CO","mesa","IN","equine"
2019,8,19,"USA","CO","mesa","IN","equine"
2019,8,19,"USA","CO","mesa","IN","equine"
2019,8,19,"USA","CO","montrose","IN","equine"
2019,8,19,"USA","CO","montrose","IN","equine"
2019,8,19,"USA","CO","larimer","IN","equine"
2019,8,19,"USA","CO","jefferson","IN","equine"
2019,8,19,"USA","CO","delta","IN","equine"
2019,8,19,"USA","WY","platte","IN","equine"
2019,8,19,"USA","UT","uintah","IN","equine"
2019,8,20,"USA","CO","montrose","IN","equine"
2019,8,20,"USA","CO","jefferson","IN","equine"
2019,8,20,"USA","CO","montrose","IN","equine"
2019,8,20,"USA","CO","jefferson","IN","equine"
2019,8,20,"USA","CO","mesa","IN","equine"
2019,8,20,"USA","CO","montrose","IN","equine"
2019,8,20,"USA","CO","dolores","IN","equine"
2019,8,20,"USA","CO","larimer","IN","equine"
2019,8,20,"USA","CO","delta","IN","equine"
2019,8,20,"USA","CO","delta","IN","equine"
2019,8,20,"USA","CO","delta","IN","equine"
2019,8,21,"USA","CO","rio blanco","IN","equine"
2019,8,21,"USA","CO","boulder","IN","equine"
2019,8,21,"USA","CO","delta","IN","equine"
2019,8,21,"USA","NE","scotts bluff","IN","equine"
2019,8,21,"USA","UT","grand","IN","equine"
2019,8,21,"USA","UT","uintah","IN","equine"
2019,8,21,"USA","UT","uintah","IN","equine"
2019,8,22,"USA","TX","bastrop","IN","equine"
2019,8,22,"USA","TX","dallas","IN","equine"
2019,8,22,"USA","CO","montezuma","IN","equine"
2019,8,22,"USA","CO","el paso","IN","equine"
2019,8,22,"USA","CO","weld","IN","equine"
2019,8,22,"USA","CO","arapahoe","IN","equine"
2019,8,22,"USA","UT","san juan","IN","equine"
2019,8,23,"USA","TX","bell","IN","equine"
2019,8,23,"USA","CO","douglas","IN","equine"
2019,8,23,"USA","CO","summit","IN","equine"
2019,8,23,"USA","CO","conejos","IN","equine"
2019,8,23,"USA","CO","montrose","IN","equine"
2019,8,23,"USA","CO","mesa","IN","equine"
2019,8,23,"USA","CO","mesa","IN","equine"
2019,8,23,"USA","CO","montrose","IN","equine"
2019,8,23,"USA","WY","goshen","IN","equine"
2019,8,24,"USA","WY","albany","IN","equine"
2019,8,24,"USA","WY","converse","IN","equine"
2019,8,25,"USA","CO","alamosa","IN","equine"
2019,8,25,"USA","CO","delta","IN","equine"
2019,8,25,"USA","CO","delta","IN","equine"
2019,8,25,"USA","UT","duchesne","IN","equine"
2019,8,26,"USA","TX","ellis","IN","equine"
2019,8,26,"USA","TX","hays","IN","equine"
2019,8,26,"USA","CO","douglas","IN","equine"
2019,8,26,"USA","CO","larimer","IN","equine"
2019,8,26,"USA","CO","larimer","IN","equine"
2019,8,26,"USA","CO","larimer","IN","equine"
2019,8,26,"USA","CO","jefferson","IN","equine"
2019,8,26,"USA","WY","big horn","IN","equine"
2019,8,26,"USA","WY","platte","IN","equine"
2019,8,26,"USA","NE","scotts bluff","IN","equine"
2019,8,26,"USA","NE","scotts bluff","IN","equine"
2019,8,26,"USA","UT","uintah","IN","equine"
2019,8,26,"USA","UT","uintah","IN","equine"
2019,8,27,"USA","TX","ellis","IN","equine"
2019,8,27,"USA","CO","alamosa","IN","equine"
2019,8,27,"USA","CO","jefferson","IN","equine"
2019,8,27,"USA","CO","mesa","IN","equine"
2019,8,28,"USA","TX","hill","IN","equine"
2019,8,28,"USA","CO","douglas","IN","equine"
2019,8,28,"USA","CO","delta","IN","equine"
2019,8,28,"USA","CO","la plata","IN","equine"
2019,8,29,"USA","CO","mesa","IN","equine"
2019,8,29,"USA","CO","weld","IN","equine"
2019,8,29,"USA","CO","jefferson","IN","equine"
2019,8,29,"USA","CO","jefferson","IN","equine"
2019,8,29,"USA","CO","delta","IN","equine"
2019,8,29,"USA","CO","delta","IN","equine"
2019,8,29,"USA","WY","park","IN","equine"
2019,8,30,"USA","CO","weld","IN","equine"
2019,8,30,"USA","CO","jefferson","IN","equine"
2019,8,30,"USA","WY","hot springs","IN","equine"
2019,8,30,"USA","NE","morrill","IN","equine"
2019,8,30,"USA","UT","uintah","IN","equine"
2019,8,31,"USA","CO","douglas","IN","equine"
2019,8,31,"USA","CO","san miguel","IN","equine"
2019,8,31,"USA","CO","weld","IN","equine"
2019,8,31,"USA","WY","platte","IN","bovine"
2019,8,31,"USA","WY","park","IN","bovine"
2019,8,31,"USA","WY","hot springs","IN","bovine"
2019,9,1,"USA","WY","hot springs","IN","bovine"
2019,9,1,"USA","WY","park","IN","equine"
2019,9,1,"USA","WY","park","IN","equine"
2019,9,1,"USA","WY","park","IN","equine"
2019,9,2,"USA","WY","hot springs","IN","equine"
2019,9,3,"USA","CO","montezuma","IN","equine"
2019,9,3,"USA","CO","weld","IN","equine"
2019,9,3,"USA","CO","morgan","IN","equine"
2019,9,3,"USA","CO","morgan","IN","equine"
2019,9,3,"USA","WY","albany","IN","equine"
2019,9,3,"USA","WY","park","IN","equine"
2019,9,3,"USA","WY","goshen","IN","equine"
2019,9,3,"USA","WY","goshen","IN","equine"
2019,9,3,"USA","WY","hot springs","IN","equine"
2019,9,3,"USA","WY","park","IN","equine"
2019,9,3,"USA","WY","park","IN","equine"
2019,9,3,"USA","WY","park","IN","equine"
2019,9,3,"USA","UT","uintah","IN","equine"
2019,9,4,"USA","CO","adams","IN","equine"
2019,9,4,"USA","CO","pueblo","IN","equine"
2019,9,4,"USA","CO","garfield","IN","equine"
2019,9,4,"USA","CO","douglas","IN","equine"
2019,9,4,"USA","CO","garfield","IN","equine"
2019,9,4,"USA","CO","jefferson","IN","equine"
2019,9,4,"USA","CO","rio blanco","IN","equine"
2019,9,4,"USA","WY","carbon","IN","equine"
2019,9,4,"USA","WY","park","IN","equine"
2019,9,4,"USA","WY","park","IN","equine"
2019,9,4,"USA","WY","park","IN","equine"
2019,9,4,"USA","WY","platte","IN","equine"
2019,9,4,"USA","NE","scotts bluff","IN","equine"
2019,9,4,"USA","NE","scotts bluff","IN","equine"
2019,9,4,"USA","NE","scotts bluff","IN","equine"
2019,9,4,"USA","NE","scotts bluff","IN","equine"
2019,9,5,"USA","CO","larimer","IN","equine"
2019,9,5,"USA","WY","goshen","IN","equine"
2019,9,5,"USA","WY","park","IN","equine"
2019,9,5,"USA","WY","park","IN","equine"
2019,9,6,"USA","CO","moffat","IN","equine"
2019,9,6,"USA","CO","weld","IN","equine"
2019,9,7,"USA","WY","park","IN","bovine"
2019,9,7,"USA","WY","park","IN","equine"
2019,9,7,"USA","NE","scotts bluff","IN","equine"
2019,9,7,"USA","NE","scotts bluff","IN","equine"
2019,9,7,"USA","NE","scotts bluff","IN","equine"
2019,9,7,"USA","UT","uintah","IN","equine"
2019,9,7,"USA","UT","uintah","IN","equine"
2019,9,8,"USA","WY","carbon","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","carbon","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","WY","park","IN","equine"
2019,9,8,"USA","UT","uintah","IN","equine"
2019,9,9,"USA","CO","garfield","IN","equine"
2019,9,9,"USA","CO","alamosa","IN","equine"
2019,9,9,"USA","CO","eagle","IN","equine"
2019,9,9,"USA","CO","adams","IN","equine"
2019,9,9,"USA","WY","hot springs","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","WY","park","IN","equine"
2019,9,9,"USA","NE","scotts bluff","IN","equine"
2019,9,10,"USA","CO","larimer","IN","equine"
2019,9,10,"USA","UT","grand","IN","equine"
2019,9,11,"USA","CO","garfield","IN","equine"
2019,9,11,"USA","WY","park","IN","equine"
2019,9,11,"USA","WY","park","IN","bovine and equine"
2019,9,11,"USA","WY","park","IN","equine"
2019,9,11,"USA","WY","park","IN","equine"
2019,9,11,"USA","NE","scotts bluff","IN","equine"
2019,9,12,"USA","CO","larimer","IN","equine"
2019,9,12,"USA","CO","ouray","IN","equine"
2019,9,12,"USA","CO","chaffee","IN","equine"
2019,9,12,"USA","CO","las animas","IN","equine"
2019,9,12,"USA","CO","morgan","IN","equine"
2019,9,12,"USA","WY","hot springs","IN","equine"
2019,9,12,"USA","WY","park","IN","equine"
2019,9,12,"USA","WY","park","IN","bovine"
2019,9,12,"USA","WY","albany","IN","equine"
2019,9,12,"USA","WY","big horn","IN","equine"
2019,9,12,"USA","WY","hot springs","IN","equine"
2019,9,12,"USA","WY","hot springs","IN","equine"
