"ONSET_YEAR","ONSET_MONTH","ONSET_DAY","COUNTRY","STATE","COUNTY_MUNI","SEROTYPE","SPECIES"
1862,9,NA,"USA","DC",NA,NA,"equine"
1889,NA,NA,"USA","MD",NA,NA,"bovine"
1889,NA,NA,"USA","VA",NA,NA,"bovine"
1906,NA,NA,"USA","CO",NA,NA,NA
1907,NA,NA,"USA","IL","cook",NA,"equine"
1916,8,16,"USA","CO","denver",NA,"bovine"
1916,8,NA,"USA","VA",NA,NA,"equine"
1916,9,NA,"USA","IA","des moines",NA,"equine"
1916,9,NA,"USA","KS","wyandotte",NA,"bovine and equine"
1916,9,NA,"USA","MO","clinton",NA,"equine"
1916,9,NA,"USA","MT","custer",NA,"equine"
1916,9,NA,"USA","NE",NA,NA,"equine"
1916,9,NA,"USA","UT","weber",NA,"equine"
1916,10,19,"USA","IL","cook",NA,"equine"
1916,11,NA,"USA","SD","stanley",NA,"equine"
1916,11,NA,"USA","SD","stanley",NA,"bovine"
1916,NA,NA,"USA","WY",NA,NA,NA
1916,NA,NA,"USA","CA",NA,NA,NA
1925,NA,NA,"USA","IN","wayne","IN","bovine"
1925,NA,NA,"USA","KS",NA,"IN",NA
1926,7,NA,"USA","WI",NA,NA,"bovine and equine"
1926,9,NA,"USA","NJ",NA,"NJ","bovine"
1926,9,NA,"USA","NJ",NA,"NJ","equine"
1926,NA,NA,"USA","CO",NA,NA,NA
1929,NA,NA,"USA","IN",NA,"IN","bovine"
1934,NA,NA,"USA","VA",NA,NA,NA
1934,NA,NA,"USA","WV",NA,NA,NA
1935,NA,NA,"USA","VA",NA,NA,NA
1935,NA,NA,"USA","WV",NA,NA,NA
1937,NA,NA,"CAN","MB",NA,NA,"bovine"
1937,NA,NA,"CAN","MB",NA,NA,"equine"
1937,NA,NA,"USA","MN","ramsey",NA,"bovine"
1937,NA,NA,"USA","MN","ramsey",NA,"equine"
1937,NA,NA,"USA","MT",NA,NA,"equine"
1937,NA,NA,"USA","ND",NA,NA,"bovine"
1937,NA,NA,"USA","ND",NA,NA,"equine"
1937,NA,NA,"USA","WV",NA,NA,"equine"
1937,NA,NA,"USA","WV",NA,NA,"bovine"
1937,NA,NA,"USA","WI","douglas",NA,"bovine"
1937,NA,NA,"USA","WI","douglas",NA,"equine"
1937,NA,NA,"USA","WI","burnett",NA,"bovine"
1937,NA,NA,"USA","WI","washburn",NA,"bovine"
1937,NA,NA,"USA","WI","sawyer",NA,"bovine"
1937,NA,NA,"USA","WI","polk",NA,"bovine"
1937,NA,NA,"USA","WI","st. croix",NA,"bovine"
1937,NA,NA,"USA","WI","burnett",NA,"equine"
1937,NA,NA,"USA","WI","washburn",NA,"equine"
1937,NA,NA,"USA","WI","sawyer",NA,"equine"
1937,NA,NA,"USA","WI","polk",NA,"equine"
1937,NA,NA,"USA","WI","st. croix",NA,"equine"
1937,NA,NA,"USA","WI","buffalo",NA,"equine"
1937,NA,NA,"USA","WI","clark",NA,"equine"
1941,9,NA,"USA","LA",NA,NA,"equine"
1941,NA,NA,"USA","AL","lowndes",NA,"bovine"
1941,NA,NA,"USA","KS","riley",NA,"equine"
1942,9,NA,"USA","CO","weld","IN","bovine"
1942,9,NA,"USA","CO","adams","IN","bovine and equine"
1943,8,NA,"USA","MO",NA,"NJ","porcine"
1943,9,NA,"USA","CO","mesa","NJ","bovine"
1943,9,NA,"USA","CO","delta","NJ","bovine"
1943,9,NA,"USA","CO","montrose","NJ","bovine"
1943,9,NA,"USA","CO","mesa","NJ","equine"
1943,9,NA,"USA","CO","delta","NJ","equine"
1943,9,NA,"USA","CO","montrose","NJ","equine"
1943,9,NA,"USA","CO","adams","NJ",NA
1943,9,NA,"USA","CO","weld","NJ",NA
1943,9,NA,"USA","CO","garfield","NJ","bovine"
1943,9,NA,"USA","CO","eagle","NJ","bovine"
1944,7,NA,"USA","CO","mesa","NJ","porcine"
1944,7,NA,"USA","CO","delta","NJ","porcine"
1944,7,NA,"USA","CO","montrose","NJ","porcine"
1944,7,NA,"USA","CO","mesa","NJ","human"
1944,7,NA,"USA","CO","delta","NJ","human"
1944,7,NA,"USA","CO","montrose","NJ","human"
1944,7,NA,"USA","CO","mesa","NJ","equine"
1944,7,NA,"USA","CO","delta","NJ","equine"
1944,7,NA,"USA","CO","montrose","NJ","equine"
1944,7,NA,"USA","CO","mesa","NJ","bovine"
1944,7,NA,"USA","CO","delta","NJ","bovine"
1944,7,NA,"USA","CO","montrose","NJ","bovine"
1944,7,NA,"USA","CO","mesa","NJ","equine"
1944,7,NA,"USA","CO","delta","NJ","equine"
1944,7,NA,"USA","CO","montrose","NJ","equine"
1944,NA,NA,"USA","TX","kerr",NA,"equine"
1945,4,23,"USA","CA","riverside","NJ","bovine"
1945,4,23,"USA","CA","riverside","NJ","equine"
1945,5,16,"USA","CA","imperial","NJ","bovine"
1945,5,16,"USA","CA","imperial","NJ","equine"
1946,NA,NA,"USA","ID",NA,NA,"bovine"
1947,NA,NA,"MEX","AGU",NA,"IN",NA
1947,NA,NA,"USA","AZ",NA,NA,"equine"
1949,9,NA,"CAN","MB",NA,"NJ","bovine"
1949,9,NA,"CAN","MB",NA,"NJ","equine"
1949,NA,NA,"MEX","VER",NA,"NJ",NA
1949,NA,NA,"MEX","VER",NA,"IN",NA
1949,5,NA,"USA","AZ",NA,NA,"bovine"
1949,6,NA,"USA","MN","ramsey","NJ","bovine"
1949,6,NA,"USA","MN","ramsey","NJ","equine"
1949,8,NA,"USA","WI","burnett","NJ","bovine"
1949,8,NA,"USA","WI","dunn","NJ","bovine"
1949,8,NA,"USA","WI","st. croix","NJ","bovine"
1949,8,NA,"USA","WI","rusk","NJ","bovine"
1949,8,NA,"USA","CO","weld",NA,"bovine"
1949,8,NA,"USA","CO","weld",NA,"equine"
1949,8,NA,"USA","CO","adams",NA,"bovine"
1949,8,NA,"USA","CO","adams",NA,"equine"
1949,10,NA,"USA","UT",NA,"NJ","bovine"
1949,11,NA,"USA","UT",NA,"NJ","bovine"
1949,11,NA,"USA","WY",NA,"NJ","bovine"
1949,11,NA,"USA","WY",NA,"NJ","equine"
1949,NA,NA,"USA","WI","taylor","NJ","bovine"
1949,NA,NA,"USA","WI","barron","NJ","bovine"
1949,NA,NA,"USA","WI","chippewa","NJ","bovine"
1949,NA,NA,"USA","WI","polk","NJ","bovine"
1949,NA,NA,"USA","WI","sawyer","NJ","bovine"
1949,NA,NA,"USA","WI","washburn","NJ","bovine"
1949,NA,NA,"USA","TX","uvalde","NJ","bovine"
1949,NA,NA,"USA","UT","weber","NJ","bovine"
1949,NA,NA,"USA","AL",NA,NA,"bovine"
1949,NA,NA,"USA","FL",NA,NA,"bovine"
1949,NA,NA,"USA","GA",NA,NA,"bovine"
1949,NA,NA,"USA","MS",NA,NA,"bovine"
1949,NA,NA,"USA","MT",NA,NA,"equine"
1949,NA,NA,"USA","TN",NA,NA,"bovine"
1949,NA,NA,"USA","TX","jack","NJ","bovine"
1949,NA,NA,"USA","TX","jack","NJ","equine"
1949,NA,NA,"USA","CA",NA,"NJ",NA
1950,NA,NA,"MEX","VER",NA,NA,NA
1950,NA,NA,"USA","NM",NA,NA,NA
1950,NA,NA,"USA","TX",NA,NA,NA
1952,NA,NA,"USA","GA","jeff davis","NJ","porcine"
1953,NA,NA,"USA","GA",NA,NA,"porcine"
1953,NA,NA,"USA","NC",NA,NA,"porcine"
1953,NA,NA,"USA","VA",NA,"NJ",NA
1953,NA,NA,"USA","WV",NA,"NJ",NA
1953,NA,NA,"USA","MD",NA,"NJ",NA
1953,NA,NA,"USA","OK",NA,"NJ",NA
1953,NA,NA,"USA","NJ",NA,"NJ",NA
1954,NA,NA,"USA","FL",NA,NA,"porcine"
1954,NA,NA,"USA","LA",NA,NA,"porcine"
1954,NA,NA,"USA","NC",NA,NA,"porcine"
1954,NA,NA,"USA","GA",NA,"NJ",NA
1954,NA,NA,"USA","SC",NA,"NJ",NA
1955,NA,NA,"USA","GA",NA,NA,"porcine"
1955,NA,NA,"USA","LA",NA,NA,"porcine"
1955,NA,NA,"USA","NC",NA,NA,"porcine"
1955,NA,NA,"USA","SC",NA,NA,"porcine"
1956,NA,NA,"USA","NM","rio arriba","IN","bovine"
1956,NA,NA,"USA","NM","rio arriba","IN","bovine"
1956,NA,NA,"USA","GA",NA,"NJ",NA
1956,NA,NA,"USA","NC",NA,"NJ",NA
1956,NA,NA,"USA","SC",NA,"NJ",NA
1956,NA,NA,"USA","LA",NA,"NJ",NA
1956,NA,NA,"USA","CO",NA,"IN",NA
1957,NA,NA,"USA","GA",NA,"NJ",NA
1957,NA,NA,"USA","NC",NA,"NJ",NA
1957,NA,NA,"USA","SC",NA,"NJ",NA
1957,NA,NA,"USA","LA",NA,"NJ",NA
1957,NA,NA,"USA","AK",NA,"NJ",NA
1957,NA,NA,"USA","OK",NA,"NJ",NA
1958,NA,NA,"USA","GA",NA,"NJ",NA
1958,NA,NA,"USA","NC",NA,"NJ",NA
1958,NA,NA,"USA","SC",NA,"NJ",NA
1958,NA,NA,"USA","LA",NA,"NJ",NA
1959,NA,NA,"MEX","TAM",NA,NA,NA
1959,5,4,"USA","TX","loving","NJ","equine"
1959,5,6,"USA","TX","webb","NJ","equine"
1959,5,20,"USA","TX","val verde","NJ","bovine and equine"
1959,5,25,"USA","NM",NA,"NJ","bovine"
1959,5,NA,"USA","TX","zapata","NJ","bovine"
1959,5,NA,"USA","TX","dimmit","NJ","bovine"
1959,6,13,"USA","TX",NA,"NJ","porcine"
1959,6,NA,"USA","TX","dimmit","NJ","bovine and equine"
1959,NA,NA,"USA","TX","starr","NJ",NA
1959,NA,NA,"USA","GA",NA,"NJ",NA
1959,NA,NA,"USA","NC",NA,"NJ",NA
1959,NA,NA,"USA","SC",NA,"NJ",NA
1959,NA,NA,"USA","VA",NA,"NJ",NA
1959,NA,NA,"USA","WV",NA,"NJ",NA
1959,NA,NA,"USA","LA",NA,"NJ",NA
1959,NA,NA,"USA","MS",NA,"NJ",NA
1960,NA,NA,"USA","GA",NA,"NJ",NA
1960,NA,NA,"USA","NC",NA,"NJ",NA
1960,NA,NA,"USA","SC",NA,"NJ",NA
1960,NA,NA,"USA","LA",NA,"NJ",NA
1960,NA,NA,"USA","TX",NA,"NJ",NA
1961,NA,NA,"USA","AL",NA,NA,"bovine"
1962,NA,NA,"USA","AL",NA,NA,"bovine"
1962,NA,NA,"USA","GA",NA,NA,"bovine"
1963,NA,NA,"USA","GA",NA,"NJ","bovine and equine"
1963,NA,NA,"USA","AL",NA,"NJ","bovine and equine"
1963,NA,NA,"USA","SC",NA,"NJ","bovine and equine"
1963,NA,NA,"USA","AR",NA,"NJ","bovine and equine"
1963,NA,NA,"USA","FL",NA,"NJ","bovine and equine"
1964,5,6,"USA","TX","maverick","IN","bovine"
1964,NA,NA,"USA","OK",NA,"IN","bovine"
1964,NA,NA,"USA","AR",NA,"IN","bovine"
1964,NA,NA,"USA","MO",NA,"IN","bovine"
1964,NA,NA,"USA","CO","fremont","IN","bovine"
1964,NA,NA,"USA","CO","pueblo","IN","bovine"
1964,NA,NA,"USA","TX",NA,"NJ","bovine"
1964,NA,NA,"USA","OK",NA,"NJ","bovine"
1964,NA,NA,"USA","GA",NA,"NJ","bovine"
1964,NA,NA,"USA","SC",NA,"NJ","bovine"
1964,NA,NA,"USA","NC",NA,"NJ","bovine"
1964,NA,NA,"USA","FL",NA,"NJ","bovine"
1964,NA,NA,"USA","AL",NA,"NJ","bovine"
1964,NA,NA,"USA","MS",NA,"NJ","bovine"
1965,7,NA,"USA","NM","rio arriba","IN","bovine"
1965,9,NA,"USA","NM",NA,"IN","bovine"
1965,9,NA,"USA","CO",NA,"IN","bovine"
1965,9,NA,"USA","UT",NA,"IN","bovine"
1965,NA,NA,"USA","TX",NA,"NJ","bovine"
1965,NA,NA,"USA","MS",NA,"NJ","bovine"
1965,NA,NA,"USA","OK","mccurtain","NJ","bovine"
1965,NA,NA,"USA","AR",NA,"NJ","bovine"
1965,NA,NA,"USA","NM","san juan","IN","bovine and human"
1965,NA,NA,"USA","NM","taos","IN","bovine"
1965,NA,NA,"USA","CO","montezuma","IN","bovine"
1965,NA,NA,"USA","CO","la plata","IN","bovine and human"
1965,NA,NA,"USA","AZ",NA,"IN","bovine"
1965,NA,NA,"USA","UT",NA,"IN","bovine"
1966,1,NA,"USA","TX","webb","NJ","bovine"
1966,4,NA,"USA","OK",NA,"NJ","bovine"
1966,NA,NA,"USA","NM","rio arriba","IN","aedes"
1966,NA,NA,"USA","TX","bexar","NJ","bovine"
1966,NA,NA,"USA","AR",NA,"NJ","bovine"
1966,NA,NA,"USA","MS",NA,"NJ","bovine"
1966,NA,NA,"USA","SC",NA,"NJ","bovine"
1966,NA,NA,"USA","CO","mesa","NJ","bovine"
1966,NA,NA,"USA","NM",NA,"NJ","bovine"
1966,NA,NA,"USA","CO","mesa","IN","bovine"
1966,NA,NA,"USA","NM",NA,"IN","bovine"
1966,NA,NA,"USA","UT","emery","NJ","bovine"
1967,8,NA,"USA","LA","catahoula","NJ","porcine"
1968,NA,NA,"USA","LA",NA,"NJ",NA
1969,NA,NA,"USA","LA",NA,"NJ",NA
1970,NA,NA,"USA","NC",NA,"NJ",NA
1970,NA,NA,"USA","SC",NA,"NJ",NA
1972,NA,NA,"USA","CO",NA,"NJ",NA
1972,NA,NA,"USA","NM",NA,"NJ",NA
1972,NA,NA,"USA","LA",NA,"NJ",NA
1973,NA,NA,"USA","LA",NA,"NJ",NA
1973,NA,NA,"USA","MS",NA,"NJ",NA
1974,NA,NA,"USA","NC",NA,"NJ",NA
1977,NA,NA,"USA","SC",NA,"NJ",NA
1981,1,NA,"MEX","COA","escuintla",NA,NA
1981,1,NA,"MEX","GUA","tarimoro",NA,NA
1981,1,NA,"MEX","JAL","zapotlan el grande",NA,NA
1981,2,NA,"MEX","JAL","zapotlan el grande",NA,NA
1981,2,NA,"MEX","NAY","ahuacatlan",NA,NA
1981,2,NA,"MEX","VER","jesus carranza",NA,NA
1981,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1981,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1981,4,NA,"MEX","CHH","cuauhtemoc",NA,NA
1981,4,NA,"MEX","VER","angel r. cabada",NA,NA
1981,4,NA,"MEX","VER","angel r. cabada",NA,NA
1981,5,NA,"MEX","COA","palenque",NA,NA
1981,5,NA,"MEX","COA","palenque",NA,NA
1981,5,NA,"MEX","COA","pichucalco",NA,NA
1981,5,NA,"MEX","CHH","colima",NA,NA
1981,5,NA,"MEX","CHH","coquimatlan",NA,NA
1981,5,NA,"MEX","CHH","coquimatlan",NA,NA
1981,5,NA,"MEX","CHH","coquimatlan",NA,NA
1981,5,NA,"MEX","CHH","coquimatlan",NA,NA
1981,5,NA,"MEX","JAL","zapotlan el grande",NA,NA
1981,5,NA,"MEX","VER","angel r. cabada",NA,NA
1981,5,NA,"MEX","VER",NA,NA,NA
1981,6,NA,"MEX","COA","tapachula",NA,NA
1981,6,NA,"MEX","COL","rosales",NA,NA
1981,6,NA,"MEX","JAL","quitupan",NA,NA
1981,6,NA,"MEX","PUE","hueytamalco",NA,NA
1981,6,NA,"MEX","PUE","hueytamalco",NA,NA
1981,6,NA,"MEX","PUE","hueytamalco",NA,NA
1981,6,NA,"MEX","PUE","hueytamalco",NA,NA
1981,6,NA,"MEX","PUE","hueytamalco",NA,NA
1981,7,NA,"MEX","COL","meoqui",NA,NA
1981,7,NA,"MEX","MIC","jiquilpan",NA,NA
1981,8,NA,"MEX","COA","ocozocoautla de espinosa",NA,NA
1981,8,NA,"MEX","DUR","durango",NA,NA
1981,8,NA,"MEX","DUR","durango",NA,NA
1981,8,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,8,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,8,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,8,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,8,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,8,NA,"MEX","JAL","union de tula",NA,NA
1981,8,NA,"MEX","MOR",NA,NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","DUR","durango",NA,NA
1981,9,NA,"MEX","JAL","acatlan de juarez",NA,NA
1981,9,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,9,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,9,NA,"MEX","JAL","casimiro castillo",NA,NA
1981,9,NA,"MEX","JAL","casimiro castillo",NA,NA
1981,10,NA,"MEX","COL","chihuahua",NA,NA
1981,10,NA,"MEX","COL","cuauhtemoc",NA,NA
1981,10,NA,"MEX","CHH","colima",NA,NA
1981,10,NA,"MEX","CHH","comala",NA,NA
1981,10,NA,"MEX","CHH","minatitlan",NA,NA
1981,10,NA,"MEX","DUR","durango",NA,NA
1981,10,NA,"MEX","DUR","durango",NA,NA
1981,10,NA,"MEX","DUR","durango",NA,NA
1981,10,NA,"MEX","DUR","durango",NA,NA
1981,10,NA,"MEX","DUR","rodeo",NA,NA
1981,10,NA,"MEX","GUA","irapuato",NA,NA
1981,10,NA,"MEX","JAL","autlan de navarro",NA,NA
1981,10,NA,"MEX","JAL","casimiro castillo",NA,NA
1981,10,NA,"MEX","JAL","el grullo",NA,NA
1981,10,NA,"MEX","JAL","la huerta",NA,NA
1981,10,NA,"MEX","JAL","la huerta",NA,NA
1981,10,NA,"MEX","JAL","zapotitlan de vadillo",NA,NA
1981,11,NA,"MEX","COA","mapastepec",NA,NA
1981,11,NA,"MEX","CHH","coquimatlan",NA,NA
1981,11,NA,"MEX","CHH","manzanillo",NA,NA
1981,11,NA,"MEX","CHH","minatitlan",NA,NA
1981,11,NA,"MEX","DUR","durango",NA,NA
1981,11,NA,"MEX","JAL","amacueca",NA,NA
1981,11,NA,"MEX","MIC","morelia",NA,NA
1981,11,NA,"MEX","VER","isla",NA,NA
1981,11,NA,"MEX","VER","santiago tuxtla",NA,NA
1981,12,NA,"MEX","CHH","manzanillo",NA,NA
1981,12,NA,"MEX","JAL","union de san antonio",NA,NA
1981,12,NA,"MEX","PUE","hueytamalco",NA,NA
1981,12,NA,"MEX","VER","tlapacoyan",NA,NA
1981,12,NA,"MEX","VER","tlapacoyan",NA,NA
1981,NA,NA,"MEX","CHI",NA,NA,NA
1981,NA,NA,"MEX","VER",NA,NA,NA
1981,NA,NA,"MEX","CHS",NA,NA,NA
1981,NA,NA,"MEX","TAB",NA,NA,NA
1981,NA,NA,"MEX","JAL",NA,NA,NA
1981,NA,NA,"MEX","MIC",NA,NA,NA
1981,NA,NA,"MEX","MOR",NA,NA,NA
1981,NA,NA,"USA","TX","bosque",NA,NA
1981,NA,NA,"USA","TX","knox",NA,"equine"
1981,NA,NA,"USA","TX","knox",NA,"bovine"
1982,1,NA,"MEX","COA","huehuetan",NA,NA
1982,1,NA,"MEX","OAX",NA,NA,NA
1982,1,NA,"MEX","PUE","hueytamalco",NA,NA
1982,1,NA,"MEX","VER","coyutla",NA,NA
1982,1,NA,"MEX","VER","tlapacoyan",NA,NA
1982,2,NA,"MEX","PUE","venustiano carranza",NA,NA
1982,3,NA,"MEX","CHH","tecoman",NA,NA
1982,3,NA,"MEX","CHH","tecoman",NA,NA
1982,3,NA,"MEX","MOR","cuautla",NA,NA
1982,3,NA,"MEX","PUE","hueytamalco",NA,NA
1982,3,NA,"MEX","VER","martinez de la torre",NA,NA
1982,3,NA,"MEX","VER","san juan evangelista",NA,NA
1982,3,NA,"MEX","VER","tecolutla",NA,NA
1982,3,NA,"MEX","VER","tuxpan",NA,NA
1982,4,NA,"MEX","DIF","coyoacan",NA,NA
1982,4,NA,"MEX","PUE","huauchinango",NA,NA
1982,4,NA,"MEX","PUE","huauchinango",NA,NA
1982,4,NA,"MEX","PUE","izucar de matamoros",NA,NA
1982,4,NA,"MEX","PUE","zihuateutla",NA,NA
1982,4,NA,"MEX","SON","cajeme",NA,NA
1982,4,NA,"MEX","SON","cajeme",NA,NA
1982,4,NA,"MEX","SON","cajeme",NA,NA
1982,4,NA,"MEX","SON","cajeme",NA,NA
1982,4,NA,"MEX","SON","cajeme",NA,NA
1982,4,NA,"MEX","VER","miahuatlan",NA,NA
1982,5,NA,"MEX","OAX",NA,NA,NA
1982,5,NA,"MEX","PUE","hueytamalco",NA,NA
1982,5,NA,"MEX","QUE","landa de matamoros",NA,NA
1982,5,NA,"MEX","VER","lerdo de tejada",NA,NA
1982,5,NA,"MEX","VER","lerdo de tejada",NA,NA
1982,6,NA,"MEX","COA","ocosingo",NA,NA
1982,6,NA,"MEX","COA","ocosingo",NA,NA
1982,6,NA,"MEX","COL","delicias",NA,NA
1982,6,NA,"MEX","COL","delicias",NA,NA
1982,6,NA,"MEX","VER","catemaco",NA,NA
1982,6,NA,"MEX","VER","catemaco",NA,NA
1982,6,NA,"MEX","VER","catemaco",NA,NA
1982,6,NA,"MEX","VER","cerro azul",NA,NA
1982,6,NA,"MEX","VER","chontla",NA,NA
1982,6,NA,"MEX","VER","coatepec",NA,NA
1982,6,NA,"MEX","VER","huatusco",NA,NA
1982,9,NA,"MEX","COA","acapetahua",NA,NA
1982,9,NA,"MEX","GRO","huitzuco de los figueroa",NA,NA
1982,9,NA,"MEX","GRO","huitzuco de los figueroa",NA,NA
1982,10,NA,"MEX","JAL","casimiro castillo",NA,NA
1982,10,NA,"MEX","MOR","puente de ixtla",NA,NA
1982,10,NA,"MEX","MOR","puente de ixtla",NA,NA
1982,10,NA,"MEX","MOR","puente de ixtla",NA,NA
1982,10,NA,"MEX","MOR","temixco",NA,NA
1982,10,NA,"MEX","MOR","temixco",NA,NA
1982,10,NA,"MEX","MOR","temixco",NA,NA
1982,10,NA,"MEX","MOR","xochitepec",NA,NA
1982,10,NA,"MEX","MOR","xochitepec",NA,NA
1982,10,NA,"MEX","MOR","xochitepec",NA,NA
1982,10,NA,"MEX","MOR","xochitepec",NA,NA
1982,10,NA,"MEX","VER","san juan evangelista",NA,NA
1982,11,3,"MEX","VER",NA,"NJ","bovine"
1982,11,29,"MEX","VER",NA,"NJ","bovine"
1982,11,NA,"MEX","COA","pichucalco",NA,NA
1982,11,NA,"MEX","MOR","puente de ixtla",NA,NA
1982,11,NA,"MEX","OAX",NA,NA,NA
1982,11,NA,"MEX","VER",NA,NA,NA
1982,11,NA,"MEX","VER","isla",NA,NA
1982,11,NA,"MEX","VER","sayula de aleman",NA,NA
1982,11,NA,"MEX","VER","texistepec",NA,NA
1982,12,NA,"MEX","VER","santiago tuxtla",NA,NA
1982,12,NA,"MEX","VER","santiago tuxtla",NA,NA
1982,NA,NA,"MEX","SON",NA,NA,NA
1982,NA,NA,"MEX","CHI",NA,NA,NA
1982,NA,NA,"MEX","CHS",NA,NA,NA
1982,NA,NA,"MEX","TAB",NA,NA,NA
1982,NA,NA,"MEX","JAL",NA,NA,NA
1982,NA,NA,"MEX","GRO",NA,NA,NA
1982,NA,NA,"MEX","MOR",NA,NA,NA
1982,6,2,"USA","AZ","yavapai","NJ","bovine"
1982,8,6,"USA","CO",NA,"NJ","bovine"
1982,8,13,"USA","WY",NA,"NJ","bovine"
1982,8,14,"USA","CO",NA,"NJ","culicoides"
1982,8,30,"USA","ID",NA,"NJ","bovine"
1982,9,8,"USA","ID",NA,"NJ","bovine"
1982,9,9,"USA","CO",NA,"NJ","simulium"
1982,9,10,"USA","MT",NA,"NJ","equine"
1982,9,16,"USA","CO",NA,"NJ","musca"
1982,9,20,"USA","ID",NA,"NJ","bovine"
1982,NA,NA,"USA","CO",NA,"NJ","bovine"
1982,NA,NA,"USA","CA",NA,"NJ","bovine"
1982,NA,NA,"USA","KS",NA,"NJ","bovine"
1982,NA,NA,"USA","MO",NA,"NJ","bovine"
1982,NA,NA,"USA","NE",NA,"NJ","bovine"
1982,NA,NA,"USA","NM",NA,"NJ","bovine"
1982,NA,NA,"USA","OR",NA,"NJ","bovine"
1982,NA,NA,"USA","SD",NA,"NJ","bovine"
1982,NA,NA,"USA","UT",NA,"NJ","bovine"
1982,NA,NA,"USA","WA",NA,"NJ","bovine"
1982,NA,NA,"USA","MS",NA,"NJ",NA
1983,1,NA,"MEX","GRO","ayutla de los libres",NA,NA
1983,1,NA,"MEX","GRO",NA,NA,NA
1983,1,NA,"MEX","MIC","san lucas",NA,NA
1983,1,NA,"MEX","OAX","san juan juquila mixes",NA,NA
1983,1,NA,"MEX","VER","hueyapan de ocampo",NA,NA
1983,1,NA,"MEX","VER","jesus carranza",NA,NA
1983,1,NA,"MEX","VER","santiago tuxtla",NA,NA
1983,2,17,"MEX","VER",NA,"NJ","bovine"
1983,2,NA,"MEX","GRO","eduardo neri",NA,NA
1983,2,NA,"MEX","MIC","huetamo",NA,NA
1983,2,NA,"MEX","NAY","xalisco",NA,NA
1983,2,NA,"MEX","VER","angel r. cabada",NA,NA
1983,2,NA,"MEX","VER","jesus carranza",NA,NA
1983,2,NA,"MEX","VER","san andres tuxtla",NA,NA
1983,2,NA,"MEX","VER","santiago tuxtla",NA,NA
1983,2,NA,"MEX","VER","santiago tuxtla",NA,NA
1983,2,NA,"MEX","VER","santiago tuxtla",NA,NA
1983,2,NA,"MEX","VER","santiago tuxtla",NA,NA
1983,2,NA,"MEX","VER","sayula de aleman",NA,NA
1983,3,NA,"MEX","NAY","san blas",NA,NA
1983,3,NA,"MEX","NAY","xalisco",NA,NA
1983,3,NA,"MEX","OAX",NA,NA,NA
1983,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1983,4,NA,"MEX","VER","catemaco",NA,NA
1983,5,NA,"MEX","VER","juchique de ferrer",NA,NA
1983,5,NA,"MEX","VER","landero y coss",NA,NA
1983,7,NA,"MEX","VER","banderilla",NA,NA
1983,7,NA,"MEX","VER","coatepec",NA,NA
1983,7,NA,"MEX","VER","jilotepec",NA,NA
1983,8,NA,"MEX","HID","huejutla de reyes",NA,NA
1983,8,NA,"MEX","MEX","villa del carbon",NA,NA
1983,8,NA,"MEX","MIC","maravatio",NA,NA
1983,8,NA,"MEX","VER","emiliano zapata",NA,NA
1983,9,NA,"MEX","AGU","aguascalientes",NA,NA
1983,9,NA,"MEX","AGU","aguascalientes",NA,NA
1983,9,NA,"MEX","AGU","aguascalientes",NA,NA
1983,9,NA,"MEX","AGU","san jose de gracia",NA,NA
1983,9,NA,"MEX","HID","nopala de villagran",NA,NA
1983,9,NA,"MEX","JAL","colotlan",NA,NA
1983,9,NA,"MEX","JAL","lagos de moreno",NA,NA
1983,9,NA,"MEX","JAL","lagos de moreno",NA,NA
1983,9,NA,"MEX","MIC","irimbo",NA,NA
1983,9,NA,"MEX","MIC","maravatio",NA,NA
1983,9,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1983,9,NA,"MEX","PUE","hueytamalco",NA,NA
1983,9,NA,"MEX","PUE","xicotepec",NA,NA
1983,10,NA,"MEX","AGU","aguascalientes",NA,NA
1983,10,NA,"MEX","AGU","aguascalientes",NA,NA
1983,10,NA,"MEX","AGU","aguascalientes",NA,NA
1983,10,NA,"MEX","COA","villaflores",NA,NA
1983,10,NA,"MEX","DUR","durango",NA,NA
1983,10,NA,"MEX","DUR","penon blanco",NA,NA
1983,10,NA,"MEX","DUR","penon blanco",NA,NA
1983,10,NA,"MEX","DUR","rodeo",NA,NA
1983,10,NA,"MEX","GUA","acambaro",NA,NA
1983,10,NA,"MEX","JAL","cocula",NA,NA
1983,10,NA,"MEX","JAL","cuquio",NA,NA
1983,10,NA,"MEX","JAL","cuquio",NA,NA
